level,score,name,time,A0,A1,A2,A3,A4,A5,AlmostDeath,CoinPerSec,KillPerSec,ShotPerSec,MissPerSec
3,103,BFern_coin,32,133.5,424,10,1,1,0,FALSE,31.25,3.125,3.125,0
3,103,BFern_coin,33,49.5,424,10,1,2,0,FALSE,30.303,3.0303,6.0606,0
3,113,BFern_coin,34,25,424,11,1,2,1,FALSE,32.3529,2.9412,5.8824,2.9412
3,113,BFern_coin,35,0,417,11,1,2,1,FALSE,31.4286,2.8571,5.7143,2.8571
3,113,BFern_coin,36,210,417,11,1,2,1,FALSE,30.5556,2.7778,5.5556,2.7778
3,123,BFern_coin,37,304.5,417,12,1,2,1,FALSE,32.4324,2.7027,5.4054,2.7027
3,123,BFern_coin,38,378,462.5,12,1,3,1,FALSE,31.5789,2.6316,7.8947,2.6316
3,129,BFern_coin,39,441,462.5,12,4,5,1,FALSE,30.7692,10.2564,12.8205,2.5641
3,139,BFern_coin,40,441,462.5,13,4,5,1,FALSE,32.5,10,12.5,2.5
3,149,BFern_coin,41,399,462.5,14,4,5,1,FALSE,34.1463,9.7561,12.1951,2.439
3,149,BFern_coin,42,469,375,14,4,5,1,FALSE,33.3333,9.5238,11.9048,2.381
3,159,BFern_coin,43,469,336.5,15,4,5,1,FALSE,34.8837,9.3023,11.6279,2.3256
4,159,BFern_coin,44,364,336.5,15,4,5,1,FALSE,34.0909,9.0909,11.3636,2.2727
4,179,BFern_coin,45,402.5,284,17,4,5,1,FALSE,37.7778,8.8889,11.1111,2.2222
4,179,BFern_coin,46,287,389,17,4,5,1,FALSE,36.9565,8.6957,10.8696,2.1739
4,179,BFern_coin,47,280,536,17,4,5,1,TRUE,36.1702,8.5106,10.6383,2.1277
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,328.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,420.5,276,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,578,192,0,0,0,0,FALSE,0,0,0,0
1,10,BFern_coin,5,644.5,241,1,0,0,0,FALSE,20,0,0,0
1,10,BFern_coin,6,494,339,1,0,0,0,FALSE,16.6667,0,0,0
1,10,BFern_coin,7,273.5,314.5,1,0,0,0,FALSE,14.2857,0,0,0
1,10,BFern_coin,8,284,115,1,0,0,0,FALSE,12.5,0,0,0
1,30,BFern_coin,9,301.5,115,3,0,0,0,FALSE,33.3333,0,0,0
1,40,BFern_coin,10,434.5,230.5,4,0,0,0,FALSE,40,0,0,0
1,40,BFern_coin,11,434.5,230.5,4,0,0,0,FALSE,36.3636,0,0,0
1,40,BFern_coin,12,434.5,230.5,4,0,0,0,FALSE,33.3333,0,0,0
1,40,BFern_coin,13,434.5,230.5,4,0,0,0,FALSE,30.7692,0,0,0
1,40,BFern_coin,14,434.5,230.5,4,0,0,0,FALSE,28.5714,0,0,0
2,40,BFern_coin,15,497.5,206,4,0,0,0,FALSE,26.6667,0,0,0
2,50,BFern_coin,16,469.5,87,5,0,0,0,FALSE,31.25,0,0,0
2,60,BFern_coin,17,630.5,174.5,6,0,0,0,FALSE,35.2941,0,0,0
2,60,BFern_coin,18,574.5,360,6,0,0,0,FALSE,33.3333,0,0,0
2,60,BFern_coin,19,410,472,6,0,0,0,FALSE,31.5789,0,0,0
2,70,BFern_coin,20,175.5,531.5,7,0,1,0,FALSE,35,0,5,0
2,72,BFern_coin,21,56.5,517.5,7,1,1,0,FALSE,33.3333,4.7619,4.7619,0
2,92,BFern_coin,22,60,356.5,9,1,1,0,FALSE,40.9091,4.5455,4.5455,0
2,92,BFern_coin,23,130,356.5,9,1,2,0,FALSE,39.1304,4.3478,8.6957,0
2,93,BFern_coin,24,53,230.5,9,2,2,0,FALSE,37.5,8.3333,8.3333,0
2,113,BFern_coin,25,42.5,178,11,2,2,0,FALSE,44,8,8,0
2,113,BFern_coin,26,210.5,262,11,2,2,0,FALSE,42.3077,7.6923,7.6923,0
2,123,BFern_coin,27,448.5,262,12,2,2,0,FALSE,44.4444,7.4074,7.4074,0
2,133,BFern_coin,28,536,237.5,13,2,2,0,FALSE,46.4286,7.1429,7.1429,0
2,133,BFern_coin,29,410,220,13,2,2,0,FALSE,44.8276,6.8966,6.8966,0
3,133,BFern_coin,30,490.5,178,13,2,2,0,TRUE,43.3333,6.6667,6.6667,0
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,332,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,578,332,0,0,0,0,FALSE,0,0,0,0
1,10,BFern_coin,4,679.5,181.5,1,0,0,0,FALSE,25,0,0,0
1,10,BFern_coin,5,679.5,335.5,1,0,0,0,FALSE,20,0,0,0
1,10,BFern_coin,6,525.5,423,1,0,0,0,FALSE,16.6667,0,0,0
1,12,BFern_coin,7,487,423,1,2,2,0,FALSE,14.2857,28.5714,28.5714,0
1,22,BFern_coin,8,459,311,2,2,2,0,FALSE,25,25,25,0
1,22,BFern_coin,9,420.5,430,2,2,2,0,FALSE,22.2222,22.2222,22.2222,0
1,22,BFern_coin,10,301.5,349.5,2,2,2,0,FALSE,20,20,20,0
1,32,BFern_coin,11,301.5,241,3,2,2,0,FALSE,27.2727,18.1818,18.1818,0
1,32,BFern_coin,12,497.5,300.5,3,2,2,0,FALSE,25,16.6667,16.6667,0
1,42,BFern_coin,13,448.5,332,4,2,2,0,FALSE,30.7692,15.3846,15.3846,0
1,42,BFern_coin,14,364.5,192,4,2,2,0,FALSE,28.5714,14.2857,14.2857,0
2,42,BFern_coin,15,364.5,223.5,4,2,2,0,FALSE,26.6667,13.3333,13.3333,0
2,52,BFern_coin,16,231.5,178,5,2,2,0,FALSE,31.25,12.5,12.5,0
2,62,BFern_coin,17,312,283,6,2,2,0,FALSE,35.2941,11.7647,11.7647,0
2,72,BFern_coin,18,392.5,402,7,2,2,0,FALSE,38.8889,11.1111,11.1111,0
2,82,BFern_coin,19,291,402,8,2,2,0,FALSE,42.1053,10.5263,10.5263,0
2,82,BFern_coin,20,350.5,402,8,2,2,0,FALSE,40,10,10,0
2,82,BFern_coin,21,350.5,402,8,2,2,0,FALSE,38.0952,9.5238,9.5238,0
2,82,BFern_coin,22,189.5,402,8,2,2,0,FALSE,36.3636,9.0909,9.0909,0
2,82,BFern_coin,23,98.5,402,8,2,2,0,FALSE,34.7826,8.6957,8.6957,0
2,92,BFern_coin,24,28.5,402,9,2,2,0,FALSE,37.5,8.3333,8.3333,0
2,102,BFern_coin,25,0,402,10,2,2,0,FALSE,40,8,8,0
2,102,BFern_coin,26,45.5,402,10,2,2,0,FALSE,38.4615,7.6923,7.6923,0
2,102,BFern_coin,27,234.5,402,10,2,2,0,FALSE,37.037,7.4074,7.4074,0
2,103,BFern_coin,28,234.5,402,10,3,3,0,FALSE,35.7143,10.7143,10.7143,0
3,123,BFern_coin,29,234.5,374,12,3,3,0,FALSE,41.3793,10.3448,10.3448,0
3,133,BFern_coin,30,392,489.5,13,3,3,0,FALSE,43.3333,10,10,0
3,143,BFern_coin,31,598.5,528,14,3,3,0,FALSE,45.1613,9.6774,9.6774,0
3,144,BFern_coin,32,598.5,528,14,4,4,0,FALSE,43.75,12.5,12.5,0
3,154,BFern_coin,33,682.5,528,15,4,4,0,FALSE,45.4545,12.1212,12.1212,0
3,164,BFern_coin,34,595,528,16,4,4,0,FALSE,47.0588,11.7647,11.7647,0
3,166,BFern_coin,35,686,528,16,5,5,0,FALSE,45.7143,14.2857,14.2857,0
3,176,BFern_coin,36,686,528,17,5,5,0,FALSE,47.2222,13.8889,13.8889,0
3,176,BFern_coin,37,546,528,17,5,5,0,FALSE,45.9459,13.5135,13.5135,0
3,176,BFern_coin,38,455,528,17,5,5,0,FALSE,44.7368,13.1579,13.1579,0
3,176,BFern_coin,39,297.5,528,17,5,5,0,FALSE,43.5897,12.8205,12.8205,0
3,186,BFern_coin,40,126,528,18,5,5,0,FALSE,45,12.5,12.5,0
3,196,BFern_coin,41,0,500,19,5,5,0,FALSE,46.3415,12.1951,12.1951,0
3,196,BFern_coin,42,31.5,405.5,19,5,5,0,FALSE,45.2381,11.9048,11.9048,0
3,206,BFern_coin,43,38.5,321.5,20,5,5,0,FALSE,46.5116,11.6279,11.6279,0
4,206,BFern_coin,44,77,321.5,20,5,5,0,FALSE,45.4545,11.3636,11.3636,0
4,216,BFern_coin,45,77,360,21,5,5,0,FALSE,46.6667,11.1111,11.1111,0
4,216,BFern_coin,46,0,419.5,21,5,5,0,FALSE,45.6522,10.8696,10.8696,0
4,216,BFern_coin,47,0,419.5,21,5,6,0,TRUE,44.6809,10.6383,12.766,0
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,335.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,137,325,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,5,39,325,0,0,2,0,FALSE,0,0,40,0
1,11,BFern_coin,6,39,171,1,1,2,1,FALSE,16.6667,16.6667,33.3333,16.6667
1,11,BFern_coin,7,165,297,1,1,2,1,FALSE,14.2857,14.2857,28.5714,14.2857
1,11,BFern_coin,8,235,430,1,1,2,1,FALSE,12.5,12.5,25,12.5
1,11,BFern_coin,9,294.5,342.5,1,1,2,1,FALSE,11.1111,11.1111,22.2222,11.1111
1,11,BFern_coin,10,357.5,339,1,1,2,1,FALSE,10,10,20,10
1,22,BFern_coin,11,347,209.5,2,2,3,1,FALSE,18.1818,18.1818,27.2727,9.0909
1,32,BFern_coin,12,277,209.5,3,2,3,1,FALSE,25,16.6667,25,8.3333
1,32,BFern_coin,13,277,209.5,3,2,3,1,FALSE,23.0769,15.3846,23.0769,7.6923
1,32,BFern_coin,14,196.5,209.5,3,2,3,1,FALSE,21.4286,14.2857,21.4286,7.1429
1,32,BFern_coin,15,109,146.5,3,2,3,1,FALSE,20,13.3333,20,6.6667
2,42,BFern_coin,16,109,363.5,4,2,3,1,FALSE,25,12.5,18.75,6.25
2,42,BFern_coin,17,238.5,454.5,4,2,3,1,FALSE,23.5294,11.7647,17.6471,5.8824
2,42,BFern_coin,18,427.5,510.5,4,2,3,1,FALSE,22.2222,11.1111,16.6667,5.5556
2,42,BFern_coin,19,665.5,510.5,4,2,3,1,FALSE,21.0526,10.5263,15.7895,5.2632
2,52,BFern_coin,20,686.5,384.5,5,2,3,1,FALSE,25,10,15,5
2,52,BFern_coin,21,721.5,318,5,2,3,1,FALSE,23.8095,9.5238,14.2857,4.7619
2,52,BFern_coin,22,560.5,349.5,5,2,3,1,FALSE,22.7273,9.0909,13.6364,4.5455
2,52,BFern_coin,23,434.5,405.5,5,2,3,1,FALSE,21.7391,8.6957,13.0435,4.3478
2,52,BFern_coin,24,193,461.5,5,2,3,1,FALSE,20.8333,8.3333,12.5,4.1667
2,62,BFern_coin,25,0,426.5,6,2,3,1,FALSE,24,8,12,4
2,72,BFern_coin,26,56,265.5,7,2,3,1,FALSE,26.9231,7.6923,11.5385,3.8462
2,82,BFern_coin,27,164.5,402,8,2,3,1,FALSE,29.6296,7.4074,11.1111,3.7037
2,83,BFern_coin,28,252,412.5,8,3,4,1,FALSE,28.5714,10.7143,14.2857,3.5714
2,83,BFern_coin,29,381.5,412.5,8,3,4,1,FALSE,27.5862,10.3448,13.7931,3.4483
2,93,BFern_coin,30,476,503.5,9,3,4,1,FALSE,30,10,13.3333,3.3333
3,94,BFern_coin,31,535.5,503.5,9,4,5,1,FALSE,29.0323,12.9032,16.129,3.2258
3,104,BFern_coin,32,413,440.5,10,4,5,1,FALSE,31.25,12.5,15.625,3.125
3,104,BFern_coin,33,346.5,409,10,4,5,1,FALSE,30.303,12.1212,15.1515,3.0303
3,114,BFern_coin,34,357,514,11,4,5,1,FALSE,32.3529,11.7647,14.7059,2.9412
3,114,BFern_coin,35,469,458,11,4,5,1,FALSE,31.4286,11.4286,14.2857,2.8571
3,124,BFern_coin,36,612.5,391.5,12,4,5,1,TRUE,33.3333,11.1111,13.8889,2.7778
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,458,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,217.5,367,0,0,0,0,FALSE,0,0,0,0
1,1,BFern_coin,4,112.5,367,0,1,1,0,FALSE,0,25,25,0
1,1,BFern_coin,5,284,367,0,1,1,0,FALSE,0,20,20,0
1,1,BFern_coin,6,459,342.5,0,1,1,0,FALSE,0,16.6667,16.6667,0
1,1,BFern_coin,7,602.5,248,0,1,1,0,FALSE,0,14.2857,14.2857,0
1,21,BFern_coin,8,602.5,115,2,1,1,0,FALSE,25,12.5,12.5,0
1,21,BFern_coin,9,417,153.5,2,1,1,0,FALSE,22.2222,11.1111,11.1111,0
1,21,BFern_coin,10,207,213,2,1,1,0,FALSE,20,10,10,0
1,31,BFern_coin,11,116,237.5,3,1,1,0,FALSE,27.2727,9.0909,9.0909,0
1,41,BFern_coin,12,154.5,192,4,1,1,0,FALSE,33.3333,8.3333,8.3333,0
1,41,BFern_coin,13,154.5,311,4,1,1,0,FALSE,30.7692,7.6923,7.6923,0
1,41,BFern_coin,14,273.5,230.5,4,1,1,0,FALSE,28.5714,7.1429,7.1429,0
1,41,BFern_coin,15,448.5,178,4,1,1,0,FALSE,26.6667,6.6667,6.6667,0
2,41,BFern_coin,16,578,251.5,4,1,1,0,FALSE,25,6.25,6.25,0
2,41,BFern_coin,17,655,437,4,1,1,0,FALSE,23.5294,5.8824,5.8824,0
2,51,BFern_coin,18,728.5,437,5,1,1,0,FALSE,27.7778,5.5556,5.5556,0
2,51,BFern_coin,19,728.5,272.5,5,1,1,0,FALSE,26.3158,5.2632,5.2632,0
2,61,BFern_coin,20,609.5,251.5,6,1,1,0,FALSE,30,5,5,0
2,73,BFern_coin,21,581.5,349.5,7,2,2,0,FALSE,33.3333,9.5238,9.5238,0
2,73,BFern_coin,22,382,349.5,7,2,2,0,FALSE,31.8182,9.0909,9.0909,0
2,85,BFern_coin,23,273.5,444,8,3,3,0,FALSE,34.7826,13.0435,13.0435,0
2,86,BFern_coin,24,217.5,503.5,8,4,4,0,FALSE,33.3333,16.6667,16.6667,0
2,86,BFern_coin,25,217.5,353,8,4,4,0,FALSE,32,16,16,0
2,86,BFern_coin,26,175.5,353,8,4,4,0,FALSE,30.7692,15.3846,15.3846,0
2,86,BFern_coin,27,179,283,8,4,4,0,FALSE,29.6296,14.8148,14.8148,0
2,86,BFern_coin,28,263,349.5,8,4,4,0,FALSE,28.5714,14.2857,14.2857,0
2,96,BFern_coin,29,263,447.5,9,4,4,0,FALSE,31.0345,13.7931,13.7931,0
2,116,BFern_coin,30,392.5,360,11,4,4,0,FALSE,36.6667,13.3333,13.3333,0
3,116,BFern_coin,31,392.5,521,11,4,4,0,FALSE,35.4839,12.9032,12.9032,0
3,116,BFern_coin,32,392.5,521,11,4,4,0,FALSE,34.375,12.5,12.5,0
3,116,BFern_coin,33,392.5,521,11,4,4,0,FALSE,33.3333,12.1212,12.1212,0
3,116,BFern_coin,34,459,521,11,4,4,0,FALSE,32.3529,11.7647,11.7647,0
3,128,BFern_coin,35,508,521,12,5,5,0,FALSE,34.2857,14.2857,14.2857,0
3,138,BFern_coin,36,403,521,13,5,5,0,FALSE,36.1111,13.8889,13.8889,0
3,138,BFern_coin,37,228,521,13,5,5,0,FALSE,35.1351,13.5135,13.5135,0
3,148,BFern_coin,38,88,468.5,14,5,5,0,FALSE,36.8421,13.1579,13.1579,0
3,148,BFern_coin,39,38.5,447.5,14,5,5,0,FALSE,35.8974,12.8205,12.8205,0
3,148,BFern_coin,40,0,412.5,14,5,5,0,FALSE,35,12.5,12.5,0
3,150,BFern_coin,41,80.5,412.5,14,6,7,0,FALSE,34.1463,14.6341,17.0732,0
3,150,BFern_coin,42,17.5,384.5,14,6,7,1,FALSE,33.3333,14.2857,16.6667,2.381
3,160,BFern_coin,43,112,479,15,6,7,1,FALSE,34.8837,13.9535,16.2791,2.3256
3,170,BFern_coin,44,283.5,536,16,6,7,1,FALSE,36.3636,13.6364,15.9091,2.2727
4,172,BFern_coin,45,448,536,16,7,8,1,FALSE,35.5556,15.5556,17.7778,2.2222
4,173,BFern_coin,46,542.5,536,16,8,9,1,FALSE,34.7826,17.3913,19.5652,2.1739
4,193,BFern_coin,47,455,536,18,8,9,1,FALSE,38.2979,17.0213,19.1489,2.1277
4,203,BFern_coin,48,217,536,19,8,9,1,FALSE,39.5833,16.6667,18.75,2.0833
4,213,BFern_coin,49,220.5,536,20,8,9,1,FALSE,40.8163,16.3265,18.3673,2.0408
4,213,BFern_coin,50,301,536,20,8,9,1,FALSE,40,16,18,2
4,223,BFern_coin,51,269.5,536,21,8,10,1,FALSE,41.1765,15.6863,19.6078,1.9608
4,227,BFern_coin,52,511,536,21,9,10,1,FALSE,40.3846,17.3077,19.2308,1.9231
4,247,BFern_coin,53,700,536,23,9,10,1,FALSE,43.3962,16.9811,18.8679,1.8868
4,247,BFern_coin,54,673,536,23,9,10,1,FALSE,42.5926,16.6667,18.5185,1.8519
4,247,BFern_coin,55,431.5,536,23,9,10,1,FALSE,41.8182,16.3636,18.1818,1.8182
4,249,BFern_coin,56,270.5,536,23,10,11,1,FALSE,41.0714,17.8571,19.6429,1.7857
4,276,BFern_coin,57,235.5,536,25,12,13,1,FALSE,43.8596,21.0526,22.807,1.7544
4,286,BFern_coin,58,179.5,536,26,12,13,1,FALSE,44.8276,20.6897,22.4138,1.7241
4,306,BFern_coin,59,361.5,536,28,12,13,1,FALSE,47.4576,20.339,22.0339,1.6949
5,306,BFern_coin,60,379,536,28,12,13,1,FALSE,46.6667,20,21.6667,1.6667
5,306,BFern_coin,61,141,536,28,12,13,1,FALSE,45.9016,19.6721,21.3115,1.6393
5,306,BFern_coin,62,137.5,536,28,12,13,1,FALSE,45.1613,19.3548,20.9677,1.6129
5,310,BFern_coin,63,169,536,28,13,14,1,FALSE,44.4444,20.6349,22.2222,1.5873
5,320,BFern_coin,64,36,536,29,13,14,1,FALSE,45.3125,20.3125,21.875,1.5625
5,350,BFern_coin,65,29,343.5,32,13,14,1,FALSE,49.2308,20,21.5385,1.5385
5,350,BFern_coin,66,67.5,343.5,32,13,14,1,FALSE,48.4848,19.697,21.2121,1.5152
5,353,BFern_coin,67,109.5,343.5,32,15,16,1,FALSE,47.7612,22.3881,23.8806,1.4925
5,373,BFern_coin,68,46.5,357.5,34,15,16,1,FALSE,50,22.0588,23.5294,1.4706
5,373,BFern_coin,69,32.5,504.5,34,15,16,1,FALSE,49.2754,21.7391,23.1884,1.4493
5,383,BFern_coin,70,32.5,504.5,35,15,16,1,FALSE,50,21.4286,22.8571,1.4286
5,393,BFern_coin,71,15,371.5,36,15,16,1,FALSE,50.7042,21.1268,22.5352,1.4085
5,393,BFern_coin,72,15,417,36,15,16,1,FALSE,50,20.8333,22.2222,1.3889
5,398,BFern_coin,73,78,417,36,16,17,1,FALSE,49.3151,21.9178,23.2877,1.3699
6,398,BFern_coin,74,0,357.5,36,16,17,1,FALSE,48.6486,21.6216,22.973,1.3514
6,398,BFern_coin,75,0,452,36,16,17,1,FALSE,48,21.3333,22.6667,1.3333
6,404,BFern_coin,76,77,532.5,36,17,18,1,FALSE,47.3684,22.3684,23.6842,1.3158
6,414,BFern_coin,77,108.5,532.5,37,17,18,1,FALSE,48.0519,22.0779,23.3766,1.2987
6,414,BFern_coin,78,150.5,532.5,37,17,18,1,FALSE,47.4359,21.7949,23.0769,1.2821
6,424,BFern_coin,79,0,532.5,38,17,18,1,FALSE,48.1013,21.519,22.7848,1.2658
6,424,BFern_coin,80,0,448.5,38,17,18,1,FALSE,47.5,21.25,22.5,1.25
6,434,BFern_coin,81,98,448.5,39,17,18,1,FALSE,48.1481,20.9877,22.2222,1.2346
6,444,BFern_coin,82,0,420.5,40,17,18,1,FALSE,48.7805,20.7317,21.9512,1.2195
6,444,BFern_coin,83,80.5,399.5,40,17,18,1,FALSE,48.1928,20.4819,21.6867,1.2048
6,444,BFern_coin,84,0,417,40,17,18,1,TRUE,47.619,20.2381,21.4286,1.1905
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,368,405.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,5,301.5,332,0,0,1,0,FALSE,0,0,20,0
1,1,BFern_coin,6,238.5,332,0,1,1,0,FALSE,0,16.6667,16.6667,0
1,1,BFern_coin,7,238.5,262,0,1,1,0,FALSE,0,14.2857,14.2857,0
1,21,BFern_coin,8,371.5,279.5,2,1,1,0,FALSE,25,12.5,12.5,0
1,31,BFern_coin,9,490.5,339,3,1,1,0,FALSE,33.3333,11.1111,11.1111,0
1,31,BFern_coin,10,291,339,3,1,1,0,FALSE,30,10,10,0
1,31,BFern_coin,11,532.5,339,3,1,1,0,FALSE,27.2727,9.0909,9.0909,0
1,41,BFern_coin,12,585,153.5,4,1,1,0,FALSE,33.3333,8.3333,8.3333,0
1,41,BFern_coin,13,536,272.5,4,1,1,0,FALSE,30.7692,7.6923,7.6923,0
1,41,BFern_coin,14,441.5,272.5,4,1,1,0,FALSE,28.5714,7.1429,7.1429,0
1,41,BFern_coin,15,200,272.5,4,1,1,0,FALSE,26.6667,6.6667,6.6667,0
2,51,BFern_coin,16,81,223.5,5,1,1,0,FALSE,31.25,6.25,6.25,0
2,51,BFern_coin,17,235,223.5,5,1,1,0,FALSE,29.4118,5.8824,5.8824,0
2,51,BFern_coin,18,210.5,251.5,5,1,1,0,FALSE,27.7778,5.5556,5.5556,0
2,51,BFern_coin,19,284,265.5,5,1,2,0,FALSE,26.3158,5.2632,10.5263,0
2,61,BFern_coin,20,350.5,377.5,6,1,2,1,FALSE,30,5,10,5
2,71,BFern_coin,21,511.5,482.5,7,1,2,1,FALSE,33.3333,4.7619,9.5238,4.7619
2,81,BFern_coin,22,588.5,517.5,8,1,2,1,FALSE,36.3636,4.5455,9.0909,4.5455
2,81,BFern_coin,23,676,472,8,1,2,1,FALSE,34.7826,4.3478,8.6957,4.3478
2,81,BFern_coin,24,676,409,8,1,2,1,FALSE,33.3333,4.1667,8.3333,4.1667
2,91,BFern_coin,25,736,255,9,1,2,1,FALSE,36,4,8,4
2,91,BFern_coin,26,596,248,9,1,2,1,FALSE,34.6154,3.8462,7.6923,3.8462
2,91,BFern_coin,27,445.5,192,9,1,2,1,FALSE,33.3333,3.7037,7.4074,3.7037
2,91,BFern_coin,28,253,290,9,1,2,1,FALSE,32.1429,3.5714,7.1429,3.5714
2,101,BFern_coin,29,85,447.5,10,1,2,1,FALSE,34.4828,3.4483,6.8966,3.4483
2,101,BFern_coin,30,211,536,10,1,2,1,FALSE,33.3333,3.3333,6.6667,3.3333
3,101,BFern_coin,31,211,361,10,1,2,1,FALSE,32.2581,3.2258,6.4516,3.2258
3,111,BFern_coin,32,127,536,11,1,2,1,FALSE,34.375,3.125,6.25,3.125
3,111,BFern_coin,33,232,511.5,11,1,2,1,FALSE,33.3333,3.0303,6.0606,3.0303
3,121,BFern_coin,34,232,441.5,12,1,2,1,FALSE,35.2941,2.9412,5.8824,2.9412
3,121,BFern_coin,35,347.5,441.5,12,1,2,1,FALSE,34.2857,2.8571,5.7143,2.8571
3,121,BFern_coin,36,382.5,536,12,1,2,1,FALSE,33.3333,2.7778,5.5556,2.7778
3,121,BFern_coin,37,424.5,431,12,1,2,1,FALSE,32.4324,2.7027,5.4054,2.7027
3,141,BFern_coin,38,585.5,431,14,1,2,1,FALSE,36.8421,2.6316,5.2632,2.6316
3,141,BFern_coin,39,519,431,14,1,2,1,FALSE,35.8974,2.5641,5.1282,2.5641
3,151,BFern_coin,40,445.5,431,15,1,2,1,FALSE,37.5,2.5,5,2.5
3,151,BFern_coin,41,351,375,15,1,2,1,FALSE,36.5854,2.439,4.878,2.439
3,161,BFern_coin,42,214.5,375,16,1,2,1,FALSE,38.0952,2.381,4.7619,2.381
3,161,BFern_coin,43,214.5,396,16,1,2,1,FALSE,37.2093,2.3256,4.6512,2.3256
3,161,BFern_coin,44,214.5,504.5,16,1,2,1,FALSE,36.3636,2.2727,4.5455,2.2727
4,161,BFern_coin,45,88.5,504.5,16,1,2,1,FALSE,35.5556,2.2222,4.4444,2.2222
4,171,BFern_coin,46,88.5,368,17,1,2,1,FALSE,36.9565,2.1739,4.3478,2.1739
4,181,BFern_coin,47,158.5,368,18,1,2,1,FALSE,38.2979,2.1277,4.2553,2.1277
4,191,BFern_coin,48,57,368,19,1,2,1,FALSE,39.5833,2.0833,4.1667,2.0833
4,191,BFern_coin,49,158.5,368,19,1,2,1,FALSE,38.7755,2.0408,4.0816,2.0408
4,201,BFern_coin,50,281,368,20,1,3,1,FALSE,40,2,6,2
4,214,BFern_coin,51,242.5,368,21,2,3,1,FALSE,41.1765,3.9216,5.8824,1.9608
4,214,BFern_coin,52,277.5,504.5,21,2,3,1,FALSE,40.3846,3.8462,5.7692,1.9231
4,214,BFern_coin,53,424.5,504.5,21,2,3,1,FALSE,39.6226,3.7736,5.6604,1.8868
4,224,BFern_coin,54,424.5,504.5,22,2,3,1,FALSE,40.7407,3.7037,5.5556,1.8519
4,227,BFern_coin,55,501.5,504.5,22,4,5,1,FALSE,40,7.2727,9.0909,1.8182
4,237,BFern_coin,56,571.5,504.5,23,4,5,1,FALSE,41.0714,7.1429,8.9286,1.7857
4,247,BFern_coin,57,536.5,504.5,24,4,5,1,FALSE,42.1053,7.0175,8.7719,1.7544
4,267,BFern_coin,58,568,504.5,26,4,5,1,FALSE,44.8276,6.8966,8.6207,1.7241
4,267,BFern_coin,59,589,504.5,26,4,5,1,FALSE,44.0678,6.7797,8.4746,1.6949
5,267,BFern_coin,60,414,536,26,4,5,1,FALSE,43.3333,6.6667,8.3333,1.6667
5,270,BFern_coin,61,333.5,536,26,5,6,1,FALSE,42.623,8.1967,9.8361,1.6393
5,289,BFern_coin,62,333.5,536,27,7,9,1,TRUE,43.5484,11.2903,14.5161,1.6129
1,0,BFern_coin,1,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,2,368,500,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,3,368,339,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,4,392.5,461.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,5,532.5,461.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,6,707.5,461.5,0,0,0,0,FALSE,0,0,0,0
1,0,BFern_coin,7,707.5,321.5,0,0,0,0,FALSE,0,0,0,0
1,10,BFern_coin,8,672.5,178,1,0,0,0,FALSE,12.5,0,0,0
1,10,BFern_coin,9,543,178,1,0,0,0,FALSE,11.1111,0,0,0
1,30,BFern_coin,10,368,199,3,0,0,0,FALSE,30,0,0,0
1,30,BFern_coin,11,368,188.5,3,0,0,0,FALSE,27.2727,0,0,0
1,30,BFern_coin,12,368,188.5,3,0,0,0,FALSE,25,0,0,0
1,30,BFern_coin,13,368,325,3,0,0,0,FALSE,23.0769,0,0,0
1,30,BFern_coin,14,368,454.5,3,0,0,0,FALSE,21.4286,0,0,0
1,30,BFern_coin,15,368,524.5,3,0,0,0,FALSE,20,0,0,0
2,30,BFern_coin,16,599,524.5,3,0,0,0,FALSE,18.75,0,0,0
2,30,BFern_coin,17,630.5,374,3,0,0,0,FALSE,17.6471,0,0,0
2,40,BFern_coin,18,714.5,258.5,4,0,0,0,FALSE,22.2222,0,0,0
